City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Namatanai,PG,-3.6667,152.4333,79.59,81,88,3.51,light rain
348,Vestmanna,FO,62.1564,-7.1664,47.32,81,100,6.91,overcast clouds
349,Troitsko-Pechorsk,RU,62.7084,56.1964,-0.45,99,95,3.24,overcast clouds
350,Kozhevnikovo,RU,56.2589,83.9714,-2.74,100,99,1.57,overcast clouds
351,Cacu,BR,-18.5567,-51.1308,90.05,44,2,4.92,clear sky
352,Qaqortoq,GL,60.7167,-46.0333,5.77,68,5,7.85,clear sky
353,Lander,US,42.833,-108.7307,25.81,61,71,5.26,broken clouds
354,Brokopondo,SR,4.75,-55.1667,80.83,70,100,4.81,overcast clouds
355,Pustoshka,RU,56.3355,29.369,16.25,91,90,7.47,snow
356,Mulege,MX,26.8833,-111.9833,61.27,38,58,2.77,broken clouds
357,Abu Dhabi,AE,24.4667,54.3667,66.31,58,75,1.99,broken clouds
358,Yarada,IN,17.65,83.2667,73.72,88,20,2.3,mist
359,Olafsvik,IS,64.8945,-23.7142,34.81,69,100,44.27,light snow
360,Severo-Kurilsk,RU,50.6789,156.125,27.82,84,100,11.07,light snow
361,Itarema,BR,-2.9248,-39.9167,85.86,62,48,13.04,scattered clouds
362,Ostrovnoy,RU,68.0531,39.5131,11.14,90,19,10.87,few clouds
363,Torbay,CA,47.6666,-52.7314,19.58,77,20,13.8,few clouds
364,Chiredzi,ZW,-21.05,31.6667,82.74,32,88,7.67,overcast clouds
365,Pindiga,NG,9.9833,10.9333,86.47,14,5,9.04,clear sky
366,College,US,64.8569,-147.8028,18.59,83,20,5.75,few clouds
367,Yumen,CN,40.2833,97.2,24.04,48,0,7.67,clear sky
368,Yertarskiy,RU,56.7902,64.2995,3.56,94,31,4.54,scattered clouds
369,Koundara,GN,12.4833,-13.3,98.33,7,32,9.73,scattered clouds
370,Touros,BR,-5.1989,-35.4608,88.7,49,12,12.03,few clouds
371,Challans,FR,46.8436,-1.8749,43.0,72,3,11.5,clear sky
372,Luocheng,CN,29.3848,104.0286,47.75,91,100,1.61,overcast clouds
373,Talnakh,RU,69.4865,88.3972,13.21,91,100,15.14,light snow
374,Iberia,US,29.9502,-91.7507,30.06,44,0,12.08,clear sky
375,Sur,OM,22.5667,59.5289,65.26,54,0,21.92,clear sky
376,Fort Nelson,CA,58.8053,-122.7002,6.39,85,75,2.3,broken clouds
377,Acapulco,MX,16.8634,-99.8901,77.27,61,5,2.28,clear sky
378,Adrar,MR,20.5022,-10.0711,80.29,11,100,16.02,overcast clouds
379,Seara,PT,41.1818,-7.8003,51.96,46,0,5.61,clear sky
380,Hutchinson,US,38.0608,-97.9298,27.36,57,70,4.29,broken clouds
381,Aitape,PG,-3.1374,142.3475,78.21,88,91,3.22,overcast clouds
382,Poum,NC,-20.2333,164.0167,80.22,80,45,13.02,scattered clouds
383,Margate,GB,51.3813,1.3862,44.69,78,3,5.01,clear sky
384,Arona,ES,28.0996,-16.681,64.92,68,40,3.0,scattered clouds
385,Gamba,GA,-2.65,10.0,81.09,76,57,12.17,broken clouds
386,Luanda,AO,-8.8368,13.2343,82.4,65,0,14.97,clear sky
387,Vostok,RU,46.4856,135.8833,-16.22,100,99,4.27,overcast clouds
388,Mango,US,27.9797,-82.3065,57.47,93,100,8.05,light rain
389,Garowe,SO,8.4054,48.4845,82.29,32,87,21.03,overcast clouds
390,Richards Bay,ZA,-28.783,32.0377,77.83,63,55,9.91,light rain
391,Flin Flon,CA,54.7682,-101.865,-25.76,68,0,3.44,clear sky
392,Marang,MY,5.2056,103.2059,78.71,81,2,3.47,clear sky
393,Vila,PT,42.0304,-8.1588,45.7,46,0,1.99,clear sky
394,Florianopolis,BR,-27.6146,-48.5012,90.37,73,0,5.99,clear sky
395,Lagoa,PT,39.05,-27.9833,58.21,67,94,11.41,overcast clouds
396,Magadan,RU,59.5667,150.8,-9.11,78,9,6.35,clear sky
397,Gazanjyk,TM,39.2446,55.5154,36.28,67,0,13.85,clear sky
398,Clyde River,CA,70.4692,-68.5914,-16.37,76,75,4.61,broken clouds
399,Kutum,SD,14.2,24.6667,75.6,9,0,9.51,clear sky
400,Dryden,CA,49.7833,-92.7503,-10.91,77,0,11.5,haze
401,Broken Hill,AU,-31.95,141.4333,78.51,57,99,5.75,light rain
402,Lodja,CD,-3.4833,23.4333,77.38,74,98,5.41,light rain
403,Puerto Colombia,CO,10.9878,-74.9547,82.49,71,2,15.43,clear sky
404,Caravelas,BR,-17.7125,-39.2481,84.92,59,11,9.91,few clouds
405,Ekhabi,RU,53.5102,142.9671,-5.4,91,19,11.7,few clouds
406,Cueto,CU,20.6439,-75.9356,82.11,60,1,2.91,clear sky
407,Salisbury,GB,51.0693,-1.7957,43.48,80,14,4.0,few clouds
408,Victoria,HK,22.2855,114.1577,66.38,89,100,11.01,overcast clouds
409,Paka,MY,4.6374,103.4368,75.13,94,6,0.0,clear sky
410,Vikarabad,IN,17.3333,77.9,76.59,30,5,4.34,clear sky
411,Cam Ranh,VN,11.9214,109.1591,73.36,88,20,3.44,few clouds
412,Bowen,AU,-20.0167,148.2333,73.62,76,52,16.89,broken clouds
413,Santa Luzia,BR,-19.7697,-43.8514,86.14,54,75,6.91,broken clouds
414,Santa Helena De Goias,BR,-17.8136,-50.5969,85.98,55,4,3.74,clear sky
415,Abha,SA,18.2164,42.5053,60.62,51,20,13.8,few clouds
416,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,14.59,79,75,8.95,broken clouds
417,Klyuchi,RU,52.2667,79.1667,-8.01,100,12,3.56,few clouds
418,Stornoway,GB,58.2093,-6.3865,51.76,90,75,5.99,broken clouds
419,Nyurba,RU,63.2842,118.3319,-10.19,99,38,5.32,scattered clouds
420,Rincon,US,32.296,-81.2354,33.98,89,100,9.73,overcast clouds
421,Kjollefjord,NO,70.9457,27.3465,26.53,84,100,20.4,overcast clouds
422,Axim,GH,4.8699,-2.2405,85.86,47,54,11.1,broken clouds
423,Verkhnyaya Inta,RU,65.9811,60.3094,14.49,90,99,15.12,overcast clouds
424,Husainabad,IN,24.5333,84.0167,62.92,52,31,5.84,scattered clouds
425,Geraldton,AU,-28.7667,114.6,81.01,54,0,14.97,clear sky
426,Manokwari,ID,-0.8667,134.0833,78.1,84,100,3.71,overcast clouds
427,Kawalu,ID,-7.3817,108.2082,73.78,96,100,0.02,light rain
428,Honiara,SB,-9.4333,159.95,78.64,88,67,3.87,broken clouds
429,Victor Harbor,AU,-35.5667,138.6167,73.18,91,100,9.69,overcast clouds
430,Najran,SA,17.4924,44.1277,68.65,37,5,10.33,clear sky
431,Asasa,ET,7.1,39.2,63.93,40,100,7.76,overcast clouds
432,Shahrud,IR,36.4182,54.9763,26.92,50,0,3.87,clear sky
433,Nemuro,JP,43.3236,145.575,23.99,78,49,10.38,scattered clouds
434,Varhaug,NO,58.6147,5.6457,44.47,97,99,13.06,overcast clouds
435,Suba,PH,10.8438,121.0102,80.87,85,100,13.71,overcast clouds
436,Carbonear,CA,47.7332,-53.2148,20.43,59,6,4.65,clear sky
437,Portland,US,45.5234,-122.6762,40.55,90,7,1.99,clear sky
438,Maltahohe,NA,-24.8333,16.9833,87.03,23,92,9.44,overcast clouds
439,Moura,PT,38.1401,-7.4486,57.31,44,78,5.26,broken clouds
440,Bone,DE,51.9669,12.1396,43.25,83,100,3.51,overcast clouds
441,Rawson,AR,-43.3002,-65.1023,80.82,18,68,27.67,broken clouds
442,Kerrobert,CA,51.9168,-109.1348,39.4,94,100,16.37,overcast clouds
443,Changji,CN,44.0167,87.3167,16.59,92,75,0.0,mist
444,Wagar,SD,16.1525,36.2032,84.69,24,1,15.3,clear sky
445,Udachnyy,RU,66.4167,112.4,-11.47,99,14,4.81,few clouds
446,Ayr,GB,55.4627,-4.6339,49.1,93,100,13.8,overcast clouds
447,Constitucion,CL,-35.3333,-72.4167,65.21,65,0,5.17,clear sky
448,Cidreira,BR,-30.1811,-50.2056,84.97,66,7,11.74,clear sky
449,Waipawa,NZ,-41.4122,175.5153,61.45,77,2,5.06,clear sky
450,Shanghai,CN,31.2222,121.4581,51.93,84,75,4.0,mist
451,Timra,SE,62.487,17.3257,28.67,87,100,2.3,overcast clouds
452,Mae Sot,TH,16.7167,98.5667,66.97,90,19,2.91,few clouds
453,Isla Vista,US,34.4133,-119.861,60.91,39,0,4.85,clear sky
454,Gotsu,JP,35.0,132.2167,39.83,70,80,2.68,broken clouds
455,Fairbanks,US,64.8378,-147.7164,18.61,83,20,5.75,few clouds
456,Porlamar,VE,10.958,-63.8491,78.89,83,75,13.8,broken clouds
457,Andros Town,BS,24.7,-77.7667,75.16,74,86,4.68,overcast clouds
458,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,85.68,56,13,9.22,few clouds
459,Jacobina,BR,-11.1806,-40.5183,89.62,39,40,8.23,scattered clouds
460,Baruun-Urt,MN,46.6806,113.2792,-3.17,99,42,3.33,scattered clouds
461,Khorixas,NA,-20.3667,14.9667,91.42,21,95,2.33,overcast clouds
462,Mutis,CO,6.2262,-77.4044,81.14,80,35,0.69,light rain
463,Zinder,NE,13.8072,8.9881,80.56,9,0,11.5,clear sky
464,Mahanoro,MG,-19.9,48.8,78.37,91,100,9.46,moderate rain
465,Abnub,EG,27.2696,31.1511,61.02,32,0,10.47,clear sky
466,Praia,CV,14.9215,-23.5087,79.34,57,75,16.11,broken clouds
467,Comodoro Rivadavia,AR,-45.8667,-67.5,75.06,25,20,11.5,few clouds
468,Boueni,YT,-12.9025,45.0761,84.18,77,100,22.19,light rain
469,Labuhan,ID,-6.8844,112.2051,78.6,85,100,7.9,overcast clouds
470,Alice Springs,AU,-23.7,133.8833,80.15,74,40,5.75,heavy intensity rain
471,Zharkent,KZ,44.1628,80.0,30.42,54,100,1.01,overcast clouds
472,Marawi,PH,7.9986,124.2928,67.64,96,100,1.01,overcast clouds
473,Alofi,NU,-19.0595,-169.9187,78.69,89,56,5.75,broken clouds
474,Samoded,RU,63.6083,40.5111,0.55,99,70,3.89,broken clouds
475,Samarai,PG,-10.6167,150.6667,81.41,79,75,7.34,broken clouds
476,Hayden,US,47.766,-116.7866,31.75,95,93,1.99,overcast clouds
477,Lewistown,US,40.5992,-77.5714,16.93,63,16,1.39,few clouds
478,Guaraciaba Do Norte,BR,-4.1669,-40.7475,83.35,46,43,4.21,scattered clouds
479,Grand-Santi,GF,4.25,-54.3833,85.06,61,100,2.68,overcast clouds
480,Vila Velha,BR,-20.3297,-40.2925,80.55,83,75,4.61,broken clouds
481,Vardo,NO,70.3705,31.1107,23.2,86,100,36.44,light snow
482,Hollins,US,37.3413,-79.9431,25.07,57,5,1.99,clear sky
483,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,86.25,61,0,3.53,clear sky
484,Tarakan,ID,3.3,117.6333,79.65,83,30,7.7,moderate rain
485,Haines Junction,CA,60.7522,-137.5108,33.75,86,66,8.05,broken clouds
486,Banepa,NP,27.6298,85.5214,48.52,87,75,2.3,drizzle
487,Nouadhibou,MR,20.931,-17.0347,75.18,57,71,9.22,broken clouds
488,Tygda,RU,53.1167,126.3333,-10.53,97,18,3.47,few clouds
489,Sainte-Maxime,FR,43.3,6.6333,58.12,74,0,8.72,clear sky
490,Matara,LK,5.9485,80.5353,74.98,77,31,2.86,scattered clouds
491,Broome,US,42.2506,-75.833,10.67,68,5,1.99,clear sky
492,Otradnoye,RU,59.7775,30.8181,24.85,98,95,3.4,light snow
493,Bay Roberts,CA,47.5999,-53.2648,21.15,73,4,1.99,clear sky
494,Belaya Gora,RU,68.5333,146.4167,-42.16,100,63,3.58,broken clouds
495,Ibra,OM,22.6906,58.5334,64.62,39,0,9.26,clear sky
496,Coahuayana,MX,18.7333,-103.6833,75.9,62,58,3.02,broken clouds
497,Karpathos,GR,35.507,27.2132,53.56,82,75,19.57,broken clouds
498,Lakes Entrance,AU,-37.8811,147.981,59.16,89,1,6.96,clear sky
499,Linhares,BR,-19.3911,-40.0722,84.81,61,53,7.2,broken clouds
500,Pasni,PK,25.2631,63.471,61.86,35,0,25.79,clear sky
501,Paidha,UG,2.4167,30.9855,76.68,34,100,4.03,overcast clouds
502,Vestmannaeyjar,IS,63.4427,-20.2734,40.19,65,40,32.21,scattered clouds
503,Cabra,ES,37.4725,-4.4421,61.66,39,6,1.99,clear sky
504,Jinji,CN,23.2281,110.8261,64.26,92,95,2.84,overcast clouds
505,Seoul,KR,37.5683,126.9778,33.24,62,75,4.61,light snow
506,Oktyabrskiy,RU,54.4815,53.471,12.58,93,100,5.91,overcast clouds
507,Whyalla,AU,-33.0333,137.5833,73.35,87,42,7.31,scattered clouds
508,Tougue,GN,11.4667,-11.6,87.22,11,18,6.6,few clouds
509,Ayan,RU,56.45,138.1667,5.05,71,95,13.49,overcast clouds
510,Takoradi,GH,4.8845,-1.7554,84.61,52,53,10.47,broken clouds
511,Walvis Bay,NA,-22.9575,14.5053,74.08,71,94,13.53,overcast clouds
512,Coihaique,CL,-45.5752,-72.0662,52.48,91,100,4.94,light rain
513,Belmonte,BR,-15.8631,-38.8828,84.7,72,11,7.11,few clouds
514,Popondetta,PG,-8.7537,148.2534,74.89,96,100,2.98,light rain
515,Shepsi,RU,44.0361,39.1489,35.28,96,100,11.14,snow
516,Opuwo,NA,-18.0607,13.84,81.12,43,84,9.86,broken clouds
517,Cowra,AU,-33.8333,148.6833,61.27,69,0,6.29,clear sky
518,Kizhinga,RU,51.8462,109.9097,-1.57,99,100,1.59,overcast clouds
519,Butler,US,39.4501,-84.5666,21.18,81,0,1.99,clear sky
520,Dali,CN,25.7,100.1833,38.98,79,23,5.61,few clouds
521,Bubaque,GW,11.2833,-15.8333,79.11,68,26,16.84,scattered clouds
522,Mackay,AU,-21.15,149.2,75.69,73,71,17.22,broken clouds
523,Canavieiras,BR,-15.675,-38.9472,82.62,71,17,5.97,few clouds
524,Puerto Escondido,MX,15.85,-97.0667,78.98,56,0,3.13,clear sky
525,Okhotsk,RU,59.3833,143.3,-9.8,77,98,14.09,overcast clouds
526,Saint-Pierre,RE,-21.3393,55.4781,87.48,66,20,9.22,few clouds
527,Catuday,PH,16.2923,119.8062,77.29,78,21,5.1,few clouds
528,Ust-Koksa,RU,50.2696,85.6108,-3.59,94,60,0.85,broken clouds
529,Karratha,AU,-20.7377,116.8463,86.07,62,100,10.83,overcast clouds
530,Zhifang,CN,30.35,114.3167,41.34,91,100,10.2,light rain
531,Santo Tomas,PH,14.1079,121.1414,79.57,92,15,5.46,few clouds
532,Necochea,AR,-38.5473,-58.7368,76.03,96,100,8.39,moderate rain
533,Maceio,BR,-9.6658,-35.7353,85.24,58,13,9.24,few clouds
534,Roblin,CA,51.23,-101.3565,-6.27,95,100,2.39,overcast clouds
535,Christchurch,NZ,-43.5333,172.6333,61.92,83,100,1.01,overcast clouds
536,Mizdah,LY,31.4451,12.9801,55.76,28,0,11.77,clear sky
537,Surt,LY,31.2089,16.5887,59.7,51,3,15.03,clear sky
538,Yar-Sale,RU,66.8333,70.8333,11.66,94,100,6.96,overcast clouds
539,Kardamaina,GR,36.7814,27.1425,53.08,66,40,11.5,scattered clouds
540,Lingao,CN,19.9103,109.6859,69.71,93,20,10.89,few clouds
541,Ugoofaaru,MV,5.6667,73.0,81.12,69,100,11.99,overcast clouds
542,Thinadhoo,MV,0.5333,72.9333,82.36,69,96,11.45,overcast clouds
543,Ancud,CL,-41.8697,-73.8203,55.42,83,96,17.29,light rain
544,Alpena,US,45.0617,-83.4327,20.1,81,100,4.0,overcast clouds
545,Tenenkou,ML,14.4572,-4.9169,85.91,8,50,13.47,scattered clouds
546,Sucua,EC,-2.4667,-78.1667,78.94,71,61,3.87,light rain
547,Kendari,ID,-3.945,122.4989,77.22,86,33,0.87,scattered clouds
548,Seydi,TM,39.4816,62.9137,37.11,53,5,4.61,clear sky
549,Menongue,AO,-14.6585,17.691,76.08,53,100,4.97,overcast clouds
550,Gravelbourg,CA,49.8834,-106.5512,34.23,91,100,21.36,overcast clouds
551,Cayeli,TR,41.0923,40.7292,44.62,82,100,1.83,light rain
552,Corralillo,CU,22.9819,-80.5856,77.99,71,89,3.2,overcast clouds
553,Kot Radha Kishan,PK,31.1725,74.0997,51.91,94,100,6.85,overcast clouds
554,Srivardhan,IN,18.0333,73.0167,75.38,77,3,6.38,clear sky
555,Tres Lagoas,BR,-20.7511,-51.6783,98.64,28,0,1.59,clear sky
556,Ukiah,US,39.1502,-123.2078,57.02,47,10,3.94,clear sky
557,Porbandar,IN,21.6422,69.6093,67.84,50,0,20.36,clear sky
558,Khash,IR,28.2211,61.2158,41.49,26,0,3.24,clear sky
559,Sevnica,SI,46.0078,15.3156,40.64,68,52,4.63,broken clouds
560,Sao Felix Do Xingu,BR,-6.6447,-51.995,88.86,54,7,3.18,clear sky
561,Iquitos,PE,-3.7481,-73.2472,79.63,74,98,2.86,overcast clouds
562,Terekli-Mekteb,RU,44.1671,45.8698,39.9,74,100,7.4,overcast clouds
563,Renqiu,CN,38.6989,116.0936,29.79,87,100,5.5,overcast clouds
564,Sabzevar,IR,36.2126,57.6819,33.8,40,0,4.18,clear sky
565,Melchor De Mencos,GT,17.0686,-89.1522,71.6,94,100,6.91,overcast clouds
566,Matagami,CA,49.7502,-77.6328,10.51,85,100,17.27,overcast clouds
567,Apt,FR,43.8833,5.4,52.75,46,0,2.08,clear sky
568,Humaita,BR,-7.5061,-63.0208,79.09,88,100,2.64,moderate rain
569,Araouane,ML,18.9048,-3.5265,78.87,9,62,15.26,broken clouds
570,Poronaysk,RU,49.2167,143.1167,-4.81,94,74,4.21,broken clouds
571,Isla Mujeres,MX,21.2311,-86.731,73.45,74,17,3.67,few clouds
572,Trat,TH,12.5,102.5,79.99,87,6,2.19,clear sky
573,Aras,ES,42.5617,-2.356,47.05,46,0,10.36,clear sky
574,Svobodnyy,RU,51.4,128.1333,-20.11,100,30,2.44,scattered clouds
575,Debre Tabor,ET,11.85,38.0167,64.04,26,25,6.08,scattered clouds
576,Kyabe,TD,9.4515,18.9449,94.73,11,44,5.86,scattered clouds
577,Port Hardy,CA,50.6996,-127.4199,36.75,82,95,4.7,overcast clouds
578,Hambantota,LK,6.1241,81.1185,75.54,100,20,0.0,few clouds
579,Cervo,ES,43.6702,-7.4101,54.19,66,3,19.3,clear sky
580,San Luis Obispo,US,35.3666,-120.5343,47.19,69,0,0.0,clear sky
581,Mareeba,AU,-17.0,145.4333,74.12,94,89,2.04,overcast clouds
582,Bafoulabe,ML,13.8065,-10.8321,93.13,7,81,8.55,broken clouds
583,Uchiza,PE,-8.4592,-76.4633,81.21,71,44,2.68,scattered clouds
584,Gossas,SN,14.4912,-16.0642,97.54,7,94,15.75,overcast clouds
585,Hastings,GB,50.8552,0.5729,43.54,75,5,8.16,clear sky
586,Segezha,RU,63.7415,34.3222,10.02,100,92,2.82,overcast clouds
587,Barra Do Garcas,BR,-15.89,-52.2567,89.46,52,3,4.03,clear sky
588,Whitehorse,CA,60.7161,-135.0538,36.37,80,100,28.77,overcast clouds
589,Bonavista,CA,48.6499,-53.1147,19.11,68,70,10.92,broken clouds
590,Lima,PE,-12.0432,-77.0282,70.14,82,82,5.77,broken clouds
591,Oussouye,SN,12.485,-16.5469,96.82,15,76,6.02,broken clouds
592,Tongren,CN,27.7172,109.1853,42.96,93,100,4.05,light rain
593,Apodi,BR,-5.6642,-37.7989,91.85,41,28,3.87,scattered clouds
594,Salalah,OM,17.0151,54.0924,73.49,4,2,12.66,clear sky
595,Hakui,JP,36.8833,136.7833,32.68,88,52,3.62,broken clouds
596,Guayabetal,CO,4.2147,-73.8172,78.85,55,35,5.03,scattered clouds
597,Sumter,US,28.7086,-82.0831,51.39,89,100,10.45,overcast clouds
598,Port Macquarie,AU,-31.4333,152.9167,64.89,82,73,8.55,broken clouds
599,Darasun,RU,51.6667,114.0,-19.39,100,54,1.07,broken clouds
600,Huarmey,PE,-10.0681,-78.1522,74.39,77,30,6.67,scattered clouds
601,Birao,CF,10.2849,22.7882,90.28,10,53,9.15,broken clouds
602,Kijang,KR,35.2442,129.2139,46.04,64,100,0.29,overcast clouds
603,Tera,NE,14.0078,0.7531,84.07,6,55,15.5,broken clouds
604,Igarka,RU,67.4667,86.5833,4.73,96,100,13.49,overcast clouds
605,Hay River,CA,60.8156,-115.7999,-11.04,92,100,6.96,overcast clouds
606,San Carlos De Bariloche,AR,-41.1456,-71.3082,49.21,81,96,12.03,moderate rain
607,Jawhar,SO,2.7809,45.5005,83.61,46,100,22.91,overcast clouds
608,Anadyr,RU,64.75,177.4833,-5.01,76,100,8.01,overcast clouds
609,Nivala,FI,63.9167,24.9667,19.8,86,100,4.43,overcast clouds
610,Ossora,RU,59.2353,163.0719,-10.37,87,11,3.6,few clouds
611,Carman,CA,49.4992,-98.0016,-5.48,89,92,4.47,overcast clouds
612,Mitsamiouli,KM,-11.3847,43.2844,80.53,76,57,13.27,light rain
613,Luyang,CN,27.6239,110.0989,41.5,95,100,5.12,overcast clouds
614,Dickinson,US,29.4608,-95.0513,39.42,65,0,3.0,clear sky
615,Kamyaran,IR,34.7956,46.9355,21.15,83,5,3.8,clear sky
616,Havoysund,NO,70.9963,24.6622,32.88,79,100,18.77,overcast clouds
617,Fairlie,GB,55.756,-4.8556,49.01,90,96,9.28,overcast clouds
618,Buraydah,SA,26.326,43.975,54.7,23,0,6.22,clear sky
619,Hovd,MN,48.0056,91.6419,0.59,80,13,6.22,few clouds
620,Jacksonville,US,30.3322,-81.6556,42.03,90,100,1.99,overcast clouds
621,Waldshut-Tiengen,DE,47.6232,8.2172,43.59,87,26,1.81,scattered clouds
622,Santa Cruz De La Palma,ES,28.6835,-17.7642,73.54,56,20,4.61,few clouds
623,Otukpo,NG,7.1913,8.1329,97.02,10,15,6.96,few clouds
624,Coquimbo,CL,-29.9533,-71.3436,67.73,59,0,10.36,clear sky
625,Izberbash,RU,42.5696,47.8645,32.05,64,61,5.91,broken clouds
626,Hammerfest,NO,70.6634,23.6821,32.45,80,20,9.22,few clouds
627,Jumla,NP,29.2747,82.1838,34.63,95,100,3.04,light snow
628,Meadow Lake,US,34.8014,-106.5436,35.91,60,9,12.21,clear sky
629,Socorro,US,31.6546,-106.3033,44.89,59,0,8.05,clear sky
630,Sarkand,KZ,45.41,79.9186,19.22,62,94,7.85,overcast clouds
631,Nizhniy Tsasuchey,RU,50.5167,115.1333,-10.86,100,35,2.46,scattered clouds
632,Inyonga,TZ,-6.7167,32.0667,73.0,84,54,1.07,light rain
633,Amalapuram,IN,16.5833,82.0167,79.18,92,32,3.98,light rain
634,Callaguip,PH,18.0714,120.4867,76.69,76,98,4.85,overcast clouds
635,Bucinisu,RO,43.95,24.25,36.88,52,37,9.28,scattered clouds
636,Saint-Joseph,RE,-21.3667,55.6167,86.38,83,25,13.87,scattered clouds
637,Magistralnyy,RU,56.1725,107.4458,-10.23,100,98,2.46,overcast clouds
638,Batiano,PH,7.5534,126.4907,73.92,91,100,5.28,light rain
639,Pekan Nenas,MY,1.51,103.5141,80.58,88,47,3.71,scattered clouds
640,Hobyo,SO,5.3505,48.5268,78.53,75,71,22.28,broken clouds
641,Atmakur,IN,15.8833,78.5833,77.88,31,6,4.59,clear sky
642,Jacareacanga,BR,-6.2222,-57.7528,88.11,60,92,1.32,overcast clouds
643,Nabire,ID,-3.3667,135.4833,75.69,93,100,3.6,overcast clouds
644,Burgeo,CA,47.6167,-57.6152,18.16,76,25,2.1,scattered clouds
645,Spydeberg,NO,59.6171,11.0856,36.99,83,95,1.63,overcast clouds
646,Nizhniy Kuranakh,RU,58.8353,125.4869,-1.82,98,100,4.27,overcast clouds
647,Gondanglegi,ID,-7.7479,112.0132,75.51,92,100,4.16,overcast clouds
648,Pundaguitan,PH,6.3711,126.1689,80.33,78,97,7.92,overcast clouds
649,Nizhnyaya Salda,RU,58.0776,60.7202,7.75,97,44,4.88,scattered clouds
650,Shakiso,ET,5.75,38.9167,73.54,25,100,10.54,overcast clouds
651,Balestrand,NO,61.2076,6.5334,42.8,99,100,3.87,overcast clouds
652,Araguacu,BR,-12.9306,-49.8264,86.27,64,1,3.04,clear sky
653,Melbu,NO,68.5044,14.8297,42.31,84,100,21.92,light rain
654,Riorges,FR,46.0418,4.0497,41.47,75,100,8.77,overcast clouds
655,Beringovskiy,RU,63.05,179.3167,-3.89,96,100,14.23,light snow
656,Tartagal,AR,-22.5164,-63.8013,92.32,42,2,7.11,clear sky
657,San Policarpo,PH,12.1791,125.5072,78.69,83,30,13.13,scattered clouds
658,Mecca,SA,21.4267,39.8261,76.21,55,8,15.32,clear sky
659,Cayenne,GF,4.9333,-52.3333,82.44,84,75,1.01,broken clouds
660,Norsup,VU,-16.0667,167.3833,81.14,81,45,2.01,scattered clouds
661,Susurluk,TR,39.9136,28.1578,32.49,86,100,5.77,overcast clouds
662,Flinders,AU,-34.5833,150.8552,68.2,85,11,5.1,few clouds
663,Bastia,FR,42.6667,9.3333,53.4,40,0,4.61,clear sky
664,Valdosta,US,30.8327,-83.2785,37.31,94,100,12.66,overcast clouds
665,Nalut,LY,30.3333,10.85,58.78,25,4,8.66,clear sky
666,Novo Aripuana,BR,-5.1206,-60.3797,86.81,68,83,1.9,broken clouds
667,Maniitsoq,GL,65.4167,-52.9,9.3,89,100,9.01,light snow
668,Nauta,PE,-4.5061,-73.5757,80.38,76,97,1.1,overcast clouds
669,Pokhara,NP,28.2333,83.9833,50.58,84,99,3.94,overcast clouds
670,Gushikawa,JP,26.3544,127.8686,67.23,80,100,21.65,light rain
671,Asau,RO,46.4333,26.4,31.12,45,98,3.58,overcast clouds
672,Shush,IR,32.1942,48.2436,50.02,32,0,7.0,clear sky
673,Ahipara,NZ,-35.1667,173.1667,59.56,90,38,5.35,scattered clouds
674,Ternate,ID,0.8,127.4,79.61,83,99,8.16,overcast clouds
675,Carutapera,BR,-1.195,-46.02,87.21,59,7,5.97,clear sky
676,Kadoma,JP,34.7333,135.5833,39.18,63,31,3.4,scattered clouds
677,Itoman,JP,26.1247,127.6694,68.02,73,75,11.5,broken clouds
678,Carlsbad,US,33.1581,-117.3506,60.53,52,0,0.0,clear sky
679,Pangnirtung,CA,66.1451,-65.7125,-8.91,94,100,1.63,overcast clouds
680,Pringsewu,ID,-5.3582,104.9744,74.21,94,98,2.1,overcast clouds
681,Kolpashevo,RU,58.3131,82.9089,6.69,97,100,4.07,overcast clouds
682,Miraflores,MX,19.2167,-98.8083,56.86,52,88,2.93,overcast clouds
683,Mlalo,TZ,-4.9333,38.9333,80.85,74,100,10.16,overcast clouds
684,La Crosse,US,43.8014,-91.2396,21.76,69,100,11.99,overcast clouds
685,Chilca,PE,-12.5211,-76.7372,72.84,81,45,7.14,scattered clouds
686,Simav,TR,39.0882,28.9777,25.79,96,100,5.99,light snow
687,Neftekamsk,RU,56.092,54.2703,9.01,96,89,6.38,overcast clouds
688,Nautla,MX,20.2167,-96.7833,55.51,77,100,7.31,overcast clouds
689,Oranjestad,AW,12.524,-70.027,84.15,65,40,24.16,scattered clouds
690,Vanimo,PG,-2.6741,141.3028,78.17,88,82,4.61,broken clouds
691,Filadelfia,US,39.9523,-75.1638,22.26,49,0,3.0,clear sky
692,Kraskino,RU,42.7114,130.7794,18.72,63,100,3.49,overcast clouds
693,Mana,GF,5.6592,-53.7767,80.94,74,97,5.77,overcast clouds
694,Libreville,GA,0.3925,9.4537,84.0,67,90,8.05,overcast clouds
695,Gambo,CF,4.6482,22.2633,95.65,14,24,4.97,few clouds
696,Santa Cruz Cabralia,BR,-16.2781,-39.0247,84.43,70,20,11.5,few clouds
697,Kinablangan,PH,7.6947,126.5503,76.33,89,100,6.73,overcast clouds
